#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,DLM,06S-02R,DIN 6mm,"BSPT 1/4""",-,S316,Нержавеющая сталь (316-я)
,,08S-02R,DIN 8mm,"BSPT 1/4""",STEL,STEL,Углеродистая сталь
,,10S-03R,DIN 10mm,"BSPT 3/8""",BRAS,BRAS,Латунь
,,12S-03R,DIN 12mm,"BSPT 3/8""",,,
,,14S-04R,DIN 14mm,"BSPT 1/2""",,,
,,16S-04R,DIN 16mm,"BSPT 1/2""",,,
