#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-POMA,4-4R,"Под шланг 1/4""","BSPT 1/4""",-,S316,Нержавеющая сталь
,,6-4R,"Под шланг 3/8""","BSPT 1/4""",STEL,STEL,Углеродистая сталь
,,6-6R,"Под шланг 3/8""","BSPT 3/8""",BRAS,BRAS,Латунь
,,8-8R,"Под шланг 1/2""","BSPT 1/2""",,,
