#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-HCM,4-2R,"Ёлочка 1/4""","BSPT 1/8""",-,S316,Нержавеющая сталь
,,4-4R,"Ёлочка 1/4""","BSPT 1/4""",STEL,STEL,Углеродистая сталь
,,4-6R,"Ёлочка 1/4""","BSPT 3/8""",BRAS,BRAS,Латунь
,,6-4R,"Ёлочка 3/8""","BSPT 1/4""",,,
,,6-6R,"Ёлочка 3/8""","BSPT 3/8""",,,
,,6-8R,"Ёлочка 3/4""","BSPT 1/2""",,,
,,8-8R,"Ёлочка 1/2""","BSPT 1/2""",,,
