#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-SSB,2T-2N,"патрубок Ду 1/8""","NPT 1/8""",-,S316,Нержавеющая сталь
,,4T-2N,"патрубок Ду 1/4""","NPT 1/8""",STEL,STEL,Углеродистая сталь
,,4T-4N,"патрубок Ду 1/4""","NPT 1/4""",BRAS,BRAS,Латунь
,,6T-4N,"патрубок Ду 3/8""","NPT 1/4""",,,
,,8T-6N,"патрубок Ду 1/2""","NPT 3/8""",,,
,,8T-8N,"патрубок Ду 1/2""","NPT 1/2""",,,
,,10T-8N,"патрубок Ду 5/8""","NPT 1/2""",,,
,,12T-12N,"патрубок Ду 3/4""","NPT 3/4""",,,
