#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-MFAH,4N-8G,"NPT 1/4""","G 1/2""",-,S316,Нержавеющая сталь
,,8N-4G,"NPT 1/2""","G 1/4""",BRAS,BRAS,Латунь
,,8N-6G,"NPT 1/2""","G 3/8""",STEL,STEL,Углеродистая сталь
,,4NG,"NPT 1/4""","G 1/4""",,,
,,8NG,"NPT 1/2""","G 1/2""",,,
,,4N-M20,"NPT 1/4""",M20x1.5,,,
,,8N-M20,"NPT 1/2""",M20x1.5,,,
,,8R-M20,"RT 1/2""",M20x1.5,,,
