#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,DSWVE,06S-02G,DIN 6mm,"BSPP 1/4""",-,S316,Нержавеющая сталь (316-я)
,,08S-02G,DIN 8mm,"BSPP 1/4""",STEL,STEL,Углеродистая сталь
,,10S-03G,DIN 10mm,"BSPP 3/8""",BRAS,BRAS,Латунь
,,12S-04G,DIN 12mm,"BSPP 1/2""",,,
,,14S-03G,DIN 14mm,"BSPP 3/8""",,,
,,16S-04G,DIN 16mm,"BSPP 1/2""",,,
,,20S-06G,DIN 20mm,"BSPP 3/8""",,,
