#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-POTA,4-4,"Под шланг 1/4""","Ниппель 1/4""",-,S316,Нержавеющая сталь
,,6-6,"Под шланг 3/8""","Ниппель 3/8""",STEL,STEL,Углеродистая сталь
,,8-8,"Под шланг 1/2""","Ниппель 1/2""",BRAS,BRAS,Латунь
,,4-6M,"Под шланг 1/4""",Ниппель 6mm,,,
,,6-10M,"Под шланг 3/8""",Ниппель 10mm,,,
,,8-12M,"Под шланг 1/2""",Ниппель 12mm,,,
