#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-MFAA,2R,"RT 1/8""","RT 1/8""",-,S316,Нержавеющая сталь
,,4NR,"NPT 1/4""","RT 1/4""",BRAS,BRAS,Латунь
,,6NR,"NPT 3/8""","RT 3/8""",STEL,STEL,Углеродистая сталь
,,8NR,"NPT 1/2""","RT 1/2""",,,
