#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,DMC,04LL-01N,DIN 4mm,"NPT 1/8""",-,S316,Нержавеющая сталь (316-я)
,,06LL-01N,DIN 6mm,"NPT 1/8""",STEL,STEL,Углеродистая сталь
,,08LL-01N,DIN 8mm,"NPT 1/8""",BRAS,BRAS,Латунь
