#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-MFAB,M20-4N,M20x1.5,"NPT 1/4""",-,S316,Нержавеющая сталь
,,M20-8N,M20x1.5,"NPT 1/2""",BRAS,BRAS,Латунь
,,,,,STEL,STEL,Углеродистая сталь
