#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Материал корпуса,,
,H-ML,4-B,"патрубок 1/4""",нерж.сталь SM6L,,
,,6-B,"патрубок 3/8""",нерж.сталь SM6L,,
,,8-B,"патрубок 1/2""",нерж.сталь SM6L,,
,,12-B,"патрубок 3/4""",нерж.сталь SM6L,,
,,16-B,"патрубок 1""",нерж.сталь SM6L,,
,,6M-B,патрубок 6mm,нерж.сталь SM6L,,
,,8M-B,патрубок 8mm,нерж.сталь SM6L,,
,,10M-B,патрубок 10mm,нерж.сталь SM6L,,
,,12M-B,патрубок 12mm,нерж.сталь SM6L,,
,,18M-B,патрубок 18mm,нерж.сталь SM6L,,
