#,Заказной код,Размер,Параметр:Размер:Подсоединение,Параметр:Размер:Подсоединение 2,Материал,Параметр:Материал:Материал,Условное обозначение:Материал:Материал
,H-SLD,4T-4N,"патрубок Ду 1/4""","NPT 1/4""",-,S316,Нержавеющая сталь
,,6T-4N,"патрубок Ду 3/8""","NPT 1/4""",STEL,STEL,Углеродистая сталь
,,6T-8N,"патрубок Ду 3/8""","NPT 1/2""",BRAS,BRAS,Латунь
,,8T-8N,"патрубок Ду 1/2""","NPT 1/2""",,,
