#,Заказной код,"Параметр:Заказной код:I.D., мм",
,ENCR-01CAP,6,
,ENCR-02CAP,8,
,ENCR-03CAP,10,
,ENCR-04CAP,13,
,ENCR-05CAP,16,
,ENCR-06CAP,20,
,ENCR-08CAP,25,
,ENCR-10CAP,32,
,ENCR-12CAP,38,
,ENCR-16CAP,51,
,ENCR-20CAP,64,
,ENCR-24CAP,75,
,ENCR-32CAP,100,
