#,Заказной код,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Расход,Параметр:Заказной код:Материал корпуса,Параметр:Заказной код:Панель индикации,Параметр:Заказной код:Среда,Параметр:Заказной код:Материал поплавка,Параметр:Заказной код:Материал уплотнения,Параметр:Заказной код:Защитный материал,Параметр:Заказной код:Концевые выключатели
,P-Type-PS-4-3-2-1-2-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,SS316,NBR,SS304,Один
,P-Type-PS-4-3-2-1-2-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,SS316,NBR,SS304,Два
,P-Type-PS-4-3-2-1-2-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,SS316,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-2-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,SS316,Витон,SS304,Один
,P-Type-PS-4-3-2-1-2-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,SS316,Витон,SS304,Два
,P-Type-PS-4-3-2-1-3-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,NBR,SS304,Нет
,P-Type-PS-4-3-2-1-3-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,NBR,SS304,Один
,P-Type-PS-4-3-2-1-3-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,NBR,SS304,Два
,P-Type-PS-4-3-2-1-3-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-3-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,Витон,SS304,Один
,P-Type-PS-4-3-2-1-3-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВХ,Витон,SS304,Два
,P-Type-PS-4-3-2-1-4-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS304,Нет
,P-Type-PS-4-3-2-1-4-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS304,Один
,P-Type-PS-4-3-2-1-4-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS304,Два
,P-Type-PS-4-3-2-1-4-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-4-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS304,Один
,P-Type-PS-4-3-2-1-4-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS304,Два
,P-Type-PS-4-3-2-1-5-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,NBR,SS304,Нет
,P-Type-PS-4-3-2-1-5-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,NBR,SS304,Один
,P-Type-PS-4-3-2-1-5-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,NBR,SS304,Два
,P-Type-PS-4-3-2-1-5-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-5-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,Витон,SS304,Один
,P-Type-PS-4-3-2-1-5-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Нейлон,Витон,SS304,Два
,P-Type-PS-4-3-2-1-6-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS304,Нет
,P-Type-PS-4-3-2-1-6-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS304,Один
,P-Type-PS-4-3-2-1-6-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS304,Два
,P-Type-PS-4-3-2-1-6-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-6-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS304,Один
,P-Type-PS-4-3-2-1-6-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS304,Два
,P-Type-PS-4-3-2-1-7-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,NBR,SS304,Нет
,P-Type-PS-4-3-2-1-7-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,NBR,SS304,Один
,P-Type-PS-4-3-2-1-7-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,NBR,SS304,Два
,P-Type-PS-4-3-2-1-7-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,Витон,SS304,Нет
,P-Type-PS-4-3-2-1-7-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,Витон,SS304,Один
,P-Type-PS-4-3-2-1-7-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Боросиликатное стекло,Воздух,Тефлон,Витон,SS304,Два
,P-Type-PS-4-3-2-2-1-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-1-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,NBR,SS304,Один
,P-Type-PS-4-3-2-2-1-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,NBR,SS304,Два
,P-Type-PS-4-3-2-2-1-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-1-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,Витон,SS304,Один
,P-Type-PS-4-3-2-2-1-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS304,Витон,SS304,Два
,P-Type-PS-4-3-2-2-2-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-2-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,NBR,SS304,Один
,P-Type-PS-4-3-2-2-2-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,NBR,SS304,Два
,P-Type-PS-4-3-2-2-2-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-2-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,Витон,SS304,Один
,P-Type-PS-4-3-2-2-2-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,SS316,Витон,SS304,Два
,P-Type-PS-4-3-2-2-3-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-3-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,NBR,SS304,Один
,P-Type-PS-4-3-2-2-3-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,NBR,SS304,Два
,P-Type-PS-4-3-2-2-3-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-3-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,Витон,SS304,Один
,P-Type-PS-4-3-2-2-3-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВХ,Витон,SS304,Два
,P-Type-PS-4-3-2-2-4-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-4-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,NBR,SS304,Один
,P-Type-PS-4-3-2-2-4-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,NBR,SS304,Два
,P-Type-PS-4-3-2-2-4-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-4-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,Витон,SS304,Один
,P-Type-PS-4-3-2-2-4-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Полипропилен,Витон,SS304,Два
,P-Type-PS-4-3-2-2-5-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-5-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,NBR,SS304,Один
,P-Type-PS-4-3-2-2-5-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,NBR,SS304,Два
,P-Type-PS-4-3-2-2-5-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-5-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,Витон,SS304,Один
,P-Type-PS-4-3-2-2-5-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Нейлон,Витон,SS304,Два
,P-Type-PS-4-3-2-2-6-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-6-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,NBR,SS304,Один
,P-Type-PS-4-3-2-2-6-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,NBR,SS304,Два
,P-Type-PS-4-3-2-2-6-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-6-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,Витон,SS304,Один
,P-Type-PS-4-3-2-2-6-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,ПВДФ,Витон,SS304,Два
,P-Type-PS-4-3-2-2-7-1-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,NBR,SS304,Нет
,P-Type-PS-4-3-2-2-7-1-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,NBR,SS304,Один
,P-Type-PS-4-3-2-2-7-1-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,NBR,SS304,Два
,P-Type-PS-4-3-2-2-7-2-1-G-0,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,Витон,SS304,Нет
,P-Type-PS-4-3-2-2-7-2-1-G-1R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,Витон,SS304,Один
,P-Type-PS-4-3-2-2-7-2-1-G-2R,MNPT 3/4,30-300 нл/мин,SS304,Пластик,Воздух,Тефлон,Витон,SS304,Два
,P-Type-PS-4-3-3-1-1-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-1-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,NBR,SS316,Один
,P-Type-PS-4-3-3-1-1-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,NBR,SS316,Два
,P-Type-PS-4-3-3-1-1-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-1-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,Витон,SS316,Один
,P-Type-PS-4-3-3-1-1-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS304,Витон,SS316,Два
,P-Type-PS-4-3-3-1-2-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-2-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,NBR,SS316,Один
,P-Type-PS-4-3-3-1-2-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,NBR,SS316,Два
,P-Type-PS-4-3-3-1-2-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-2-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,Витон,SS316,Один
,P-Type-PS-4-3-3-1-2-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,SS316,Витон,SS316,Два
,P-Type-PS-4-3-3-1-3-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-3-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,NBR,SS316,Один
,P-Type-PS-4-3-3-1-3-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,NBR,SS316,Два
,P-Type-PS-4-3-3-1-3-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-3-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,Витон,SS316,Один
,P-Type-PS-4-3-3-1-3-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВХ,Витон,SS316,Два
,P-Type-PS-4-3-3-1-4-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-4-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS316,Один
,P-Type-PS-4-3-3-1-4-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,NBR,SS316,Два
,P-Type-PS-4-3-3-1-4-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-4-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS316,Один
,P-Type-PS-4-3-3-1-4-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Полипропилен,Витон,SS316,Два
,P-Type-PS-4-3-3-1-5-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-5-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,NBR,SS316,Один
,P-Type-PS-4-3-3-1-5-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,NBR,SS316,Два
,P-Type-PS-4-3-3-1-5-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-5-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,Витон,SS316,Один
,P-Type-PS-4-3-3-1-5-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Нейлон,Витон,SS316,Два
,P-Type-PS-4-3-3-1-6-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-6-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS316,Один
,P-Type-PS-4-3-3-1-6-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,NBR,SS316,Два
,P-Type-PS-4-3-3-1-6-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-6-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS316,Один
,P-Type-PS-4-3-3-1-6-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,ПВДФ,Витон,SS316,Два
,P-Type-PS-4-3-3-1-7-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,NBR,SS316,Нет
,P-Type-PS-4-3-3-1-7-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,NBR,SS316,Один
,P-Type-PS-4-3-3-1-7-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,NBR,SS316,Два
,P-Type-PS-4-3-3-1-7-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,Витон,SS316,Нет
,P-Type-PS-4-3-3-1-7-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,Витон,SS316,Один
,P-Type-PS-4-3-3-1-7-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Боросиликатное стекло,Воздух,Тефлон,Витон,SS316,Два
,P-Type-PS-4-3-3-2-1-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,NBR,SS316,Нет
,P-Type-PS-4-3-3-2-1-1-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,NBR,SS316,Один
,P-Type-PS-4-3-3-2-1-1-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,NBR,SS316,Два
,P-Type-PS-4-3-3-2-1-2-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,Витон,SS316,Нет
,P-Type-PS-4-3-3-2-1-2-2-G-1R,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,Витон,SS316,Один
,P-Type-PS-4-3-3-2-1-2-2-G-2R,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS304,Витон,SS316,Два
,P-Type-PS-4-3-3-2-2-1-2-G-0,MNPT 3/4,30-300 нл/мин,SS316,Пластик,Воздух,SS316,NBR,SS316,Нет
