#,Заказной код,Параметр:Заказной код:Расход,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Контакты
,VF350-B-0-PSU-1-A-BT,200-1000 л/час,"NPT 3/4""",Без контактов
,VF350-D-0-PSU-1-C-BT,500-2000 л/час,"NPT 1-1/4""",Без контактов
,VF350-B-1R-PSU-1-A-BT,200-1000 л/час,"NPT 3/4""",Один контакт
,VF350-D-1R-PSU-1-C-BT,500-2000 л/час,"NPT 1-1/4""",Один контакт
