#,Заказной код,Параметр:Заказной код:Расход,Параметр:Заказной код:Подсоединение,
,FAC-005-S-3-N,"0,5-5 л/мин","NPT 1/2""",
,FAC-003-S-3-N,"0,8-8 л/мин","NPT 1/2""",
,FAC-001-S-3-N,1-10 л/мин,"NPT 1/2""",
