#,Заказной код,Параметр:Заказной код:Подсоединение
,DCVU-06L,DIN 6mm
,DCVU-08L,DIN 8mm
,DCVU-10L,DIN 10mm
,DCVU-12L,DIN 12mm
,DCVU-15L,DIN 15mm
,DCVU-18L,DIN 18mm
,DCVU-22L,DIN 22mm
,DCVU-28L,DIN 28mm
,DCVU-35L,DIN 35mm
,DCVU-42L,DIN 42mm
,DCVU-06S,DIN 6mm
,DCVU-08S,DIN 8mm
,DCVU-10S,DIN 10mm
,DCVU-12S,DIN 12mm
,DCVU-14S,DIN 14mm
,DCVU-16S,DIN 16mm
,DCVU-20S,DIN 20mm
,DCVU-25S,DIN 25mm
,DCVU-30S,DIN 30mm
,DCVU-38S,DIN 38mm
