#,Заказной код,Параметр:Заказной код:Cv,"Параметр:Заказной код:Ду,мм",Параметр:Заказной код:Подсоединение,,
,VNKA-F-4N,"1,15",5,"NPT 1/4"" внутр.",,
,VNKA-F-6N,"1,25",5,"NPT 3/8"" внутр.",,
,VNKA-F-8N,"1,25",6,"NPT 1/2"" внутр.",,
,VNKA-F-12N,"1,5",8,"NPT 3/4"" внутр.",,
,VNKA-F-16N,"1,5",8,"NPT 1"" внутр.",,
