#,Заказной код,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Давление,Параметр:Заказной код:Cv,Параметр:Заказной код:Ду,Параметр:Заказной код:Температура минимальная,Параметр:Заказной код:Температура максимальная,Параметр:Заказной код:Материал уплотнения сальника,Параметр:Заказной код:Форма корпуса,Параметр:Заказной код:Тип иглы
,GB3-H-A-16T-PK-S,Hy-Lok 1,414бар,"2,2",11,-54°С,93°С,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-16T-R,Hy-Lok 1,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-16T-S,Hy-Lok 1,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-18M,Hy-Lok 18mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-18M-B,Hy-Lok 18mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-18M-G,Hy-Lok 18mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-18M-G-B,Hy-Lok 18mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-18M-G-R,Hy-Lok 18mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-18M-G-S,Hy-Lok 18mm,414бар,"2,2",11,-54°С,93°С,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-18M-PK,Hy-Lok 18mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-18M-PK-B,Hy-Lok 18mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-18M-PK-R,Hy-Lok 18mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-18M-PK-S,Hy-Lok 18mm,414бар,"2,2",11,-54°С,93°С,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-18M-R,Hy-Lok 18mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-18M-S,Hy-Lok 18mm,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-25M,Hy-Lok 25mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-25M-B,Hy-Lok 25mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-25M-G,Hy-Lok 25mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-25M-G-B,Hy-Lok 25mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-25M-G-R,Hy-Lok 25mm,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-25M-G-S,Hy-Lok 25mm,414бар,"2,2",11,-54°С,93°С,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-25M-PK,Hy-Lok 25mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-25M-PK-B,Hy-Lok 25mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-25M-PK-R,Hy-Lok 25mm,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-25M-PK-S,Hy-Lok 25mm,414бар,"2,2",11,-54°С,93°С,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-25M-R,Hy-Lok 25mm,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-25M-S,Hy-Lok 25mm,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-8T,Hy-Lok 1/2,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-8T-B,Hy-Lok 1/2,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-8T-G,Hy-Lok 1/2,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-8T-G-B,Hy-Lok 1/2,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-8T-G-R,Hy-Lok 1/2,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-8T-G-S,Hy-Lok 1/2,414бар,"2,2",11,-54°С,93°С,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-8T-PK,Hy-Lok 1/2,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-H-A-8T-PK-B,Hy-Lok 1/2,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-H-A-8T-PK-R,Hy-Lok 1/2,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-8T-PK-S,Hy-Lok 1/2,414бар,"2,2",11,-54°С,93°С,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-H-A-8T-R,Hy-Lok 1/2,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-H-A-8T-S,Hy-Lok 1/2,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-12T,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-12T-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-12T-G,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-12T-G-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-12T-G-R,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-12T-G-S,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-12T-PK,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-12T-PK-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-12T-PK-R,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-12T-PK-S,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-12T-R,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-12T-S,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8P,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8P-B,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8P-G,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8P-G-B,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8P-G-R,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8P-G-S,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8P-PK,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8P-PK-B,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8P-PK-R,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8P-PK-S,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8P-R,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8P-S,1/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8T,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8T-B,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8T-G,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8T-G-B,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8T-G-R,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8T-G-S,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,Grafoil,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8T-PK,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-8T-PK-B,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-8T-PK-R,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8T-PK-S,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PEEK,Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-8T-R,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-8T-S,1/2 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,PTFE (стандарт),Проходной<br><img src=assets/inventory/GB_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-A-12T,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-A-12T-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,232°С,PTFE (стандарт),Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-A-12T-G,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-A-12T-G-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
,GB3-SW-A-12T-G-R,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,648°C,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/inventory/NV-needle-R.jpg>
,GB3-SW-A-12T-G-S,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,93°С,Grafoil,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/inventory/NV-needle-S.jpg>
,GB3-SW-A-12T-PK,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,V-образная<br><img src=assets/inventory/NV-needle-V.jpg>
,GB3-SW-A-12T-PK-B,3/4 под приварку внахлест,414бар,"2,2",11,-54°С,315°C,PEEK,Угловой<br><img src=assets/inventory/GB_HA_s100.jpg>,B-Сферическая невращающаяся<br><img src=assets/inventory/NV-needle-B.jpg>
