#,Заказной код,Параметр:Заказной код:Вход/Выход,Параметр:Заказной код:Cv,Параметр:Заказной код:Ду,Параметр:Заказной код:Температура минимальная,Параметр:Заказной код:Температура максимальная,,
,CNG1B-H-10M,Hy-Lok 10mm,"2,3","6,2",-40°C,121°C,,
,CNG2B-H-12M,Hy-Lok 12mm,"5,39","9,2",-40°C,121°C,,
,CNG1B-F-4N,"NPT 1/4""","1,04","6,2",-40°C,121°C,,
,CNG2B-F-8N,"NPT 1/2""","2,3","9,2",-40°C,121°C,,
