#,Заказной код,Параметр:Заказной код:Расход,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Контакты
,VF350-A-0-PC-1-A-BT,100-600 норм. л/мин,"NPT 3/4""",Без контактов
,VF350-C-0-PC-1-C-BT,250-1000 норм. л/мин,"NPT 1-1/4""",Без контактов
,VF350-A-1R-PC-1-A-BT,100-600 норм. л/мин,"NPT 3/4""",Один контакт
,VF350-C-1R-PC-1-C-BT,250-1000 норм. л/мин,"NPT 1-1/4""",Один контакт
