#,Заказной код,Параметр:Заказной код:Расход,Параметр:Заказной код:Подсоединение,
,FAC-006-S-3-N,1-10 нм3/час,"NPT 1/2""",
,FAC-004-S-3-N,"1,6-16 нм3/час","NPT 1/2""",
,FAC-002-S-3-N,2-20 нм3/час,"NPT 1/2""",
