code;code_id;image_path
CT-MLF4P;1820201;/assets/inventory/default.png
CT-MLF6P;1820202;/assets/inventory/default.png
CT-MLF9P;1820203;/assets/inventory/default.png
CT-MHF4P;1820204;/assets/inventory/default.png
CT-MHF6P;1820205;/assets/inventory/default.png
CT-MHF9P;1820206;/assets/inventory/default.png
