PS2000W-10R-A-1-F-2;1019981;/assets/inventory/default.png
PS2000W-20R-A-1-F-2;1019982;/assets/inventory/PS2000W-2.png
PS2000W-30R-A-1-F-2;1019983;/assets/inventory/PS2000W-2.png
PS2000W-60R-A-1-F-2;1019984;/assets/inventory/PS2000W-2.png
PS2000W-130R-A-1-F-2;1019985;/assets/inventory/PS2000W-2.png
PS2000W-240R-A-1-F-2;1019986;/assets/inventory/PS2000W-2.png
PS2000W-10R-A-2-F-2;1019987;/assets/inventory/PS2000W-2.png
PS2000W-20R-A-2-F-2;1019988;/assets/inventory/PS2000W-2.png
PS2000W-30R-A-2-F-2;1019989;/assets/inventory/PS2000W-2.png
PS2000W-60R-A-2-F-2;1019990;/assets/inventory/PS2000W-2.png
PS2000W-130R-A-2-F-2;1019991;/assets/inventory/PS2000W-2.png
PS2000W-240R-A-2-F-2;1019992;/assets/inventory/PS2000W-2.png
PS2000W-240R-A-M-F-2;1019993;/assets/inventory/PS2000W-2.png
