"code","image_path"
"ETS3000X-B-L(~70~+50)-0-A-1-130-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-A-1-130-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-A-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-A-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-A-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-A-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-1-130-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-1-130-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~70~+50)-0-B-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-1-156-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-1-156-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-2-100-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-2-100-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-4-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-A-4-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-1-156-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-1-156-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-2-100-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-2-100-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-4-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~50~+50)-0-B-4-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-1-195-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-1-195-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-2-110-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-2-110-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-4-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-A-4-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-1-195-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-1-195-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-2-110-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-2-110-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-4-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+50)-0-B-4-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-1-120-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-1-120-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-A-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-1-120-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-1-120-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~30~+100)-0-B-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-1-260-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-1-260-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-2-120-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-2-120-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-4-110-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-A-4-110-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-1-260-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-1-260-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-2-120-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-2-120-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-4-110-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+50)-0-B-4-110-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-1-142-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-1-142-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-A-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-1-142-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-1-142-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-2-90-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-2-90-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-4-80-1","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(~10~+100)-0-B-4-80-2","assets/inventory/ETS3000X-B.png"
"ETS3000X-B-L(0~50)-0-A-1-312-1","assets/inventory/ETS3000X-B.png"
