code;code_id;image_path
34610A1247;584867;/assets/inventory/346-SS316.png
34610A1257;584868;/assets/inventory/346-SS316.png
34610A1267;584869;/assets/inventory/346-SS316.png
34610A1277;584870;/assets/inventory/346-SS316.png
34610A1287;584871;/assets/inventory/346-SS316.png
34610A1297;584872;/assets/inventory/346-SS316.png
34610A1307;584873;/assets/inventory/346-SS316.png
34610A1317;584874;/assets/inventory/346-SS316.png
34610A1327;584875;/assets/inventory/346-SS316.png
34610C1247;584876;/assets/inventory/346-SS316.png
34610C1257;584877;/assets/inventory/346-SS316.png
34610C1267;584878;/assets/inventory/346-SS316.png
34610C1277;584879;/assets/inventory/346-SS316.png
34610C1287;584880;/assets/inventory/346-SS316.png
34610C1297;584881;/assets/inventory/346-SS316.png
34610C1307;584882;/assets/inventory/346-SS316.png
34610C1317;584883;/assets/inventory/346-SS316.png
34610C1327;584884;/assets/inventory/346-SS316.png
