"code","image_path"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-1000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-1000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-G-5000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-1-___mm-L-5000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-1000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS12","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS21","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS22","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-L-1000mm-MS3","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-5000mm-MS1","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-5000mm-MS2","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-5000mm-MS11","assets/inventory/sa4.png"
"T-MBA-S-G-6N-100-K-___C-B-S-2-___mm-G-5000mm-MS12","assets/inventory/sa4.png"
