"code","image_path"
"G43-S-8G-100A-16mbar","assets/inventory/A43.png"
"G43-S-8G-100A-25mbar","assets/inventory/A43.png"
"G43-S-8G-100A-40mbar","assets/inventory/A43.png"
"G43-S-8G-100A-60mbar","assets/inventory/A43.png"
"G43-S-8G-100A-100mbar","assets/inventory/A43.png"
"G43-S-8G-100A-160mbar","assets/inventory/A43.png"
"G43-S-8G-100A-250mbar","assets/inventory/A43.png"
"G43-S-8G-100A-400mbar","assets/inventory/A43.png"
"G43-S-8G-100A-600mbar","assets/inventory/A43.png"
"G43-S-8G-150A-16mbar","assets/inventory/A43.png"
"G43-S-8G-150A-25mbar","assets/inventory/A43.png"
"G43-S-8G-150A-40mbar","assets/inventory/A43.png"
"G43-S-8G-150A-60mbar","assets/inventory/A43.png"
"G43-S-8G-150A-100mbar","assets/inventory/A43.png"
"G43-S-8G-150A-160mbar","assets/inventory/A43.png"
"G43-S-8G-150A-250mbar","assets/inventory/A43.png"
"G43-S-8G-150A-400mbar","assets/inventory/A43.png"
"G43-S-8G-150A-600mbar","assets/inventory/A43.png"
"G43-S-8N-100A-16mbar","assets/inventory/A43.png"
"G43-S-8N-100A-25mbar","assets/inventory/A43.png"
"G43-S-8N-100A-40mbar","assets/inventory/A43.png"
"G43-S-8N-100A-60mbar","assets/inventory/A43.png"
"G43-S-8N-100A-100mbar","assets/inventory/A43.png"
"G43-S-8N-100A-160mbar","assets/inventory/A43.png"
"G43-S-8N-100A-250mbar","assets/inventory/A43.png"
"G43-S-8N-100A-400mbar","assets/inventory/A43.png"
"G43-S-8N-100A-600mbar","assets/inventory/A43.png"
"G43-S-8N-150A-16mbar","assets/inventory/A43.png"
"G43-S-8N-150A-25mbar","assets/inventory/A43.png"
"G43-S-8N-150A-40mbar","assets/inventory/A43.png"
"G43-S-8N-150A-60mbar","assets/inventory/A43.png"
"G43-S-8N-150A-100mbar","assets/inventory/A43.png"
"G43-S-8N-150A-160mbar","assets/inventory/A43.png"
"G43-S-8N-150A-250mbar","assets/inventory/A43.png"
"G43-S-8N-150A-400mbar","assets/inventory/A43.png"
"G43-S-8N-150A-600mbar","assets/inventory/A43.png"
"G43-S-20M-100A-16mbar","assets/inventory/A43.png"
"G43-S-20M-100A-25mbar","assets/inventory/A43.png"
"G43-S-20M-100A-40mbar","assets/inventory/A43.png"
"G43-S-20M-100A-60mbar","assets/inventory/A43.png"
"G43-S-20M-100A-100mbar","assets/inventory/A43.png"
"G43-S-20M-100A-160mbar","assets/inventory/A43.png"
"G43-S-20M-100A-250mbar","assets/inventory/A43.png"
"G43-S-20M-100A-400mbar","assets/inventory/A43.png"
"G43-S-20M-100A-600mbar","assets/inventory/A43.png"
"G43-S-20M-150A-16mbar","assets/inventory/A43.png"
"G43-S-20M-150A-25mbar","assets/inventory/A43.png"
"G43-S-20M-150A-40mbar","assets/inventory/A43.png"
"G43-S-20M-150A-60mbar","assets/inventory/A43.png"
"G43-S-20M-150A-100mbar","assets/inventory/A43.png"
"G43-S-20M-150A-160mbar","assets/inventory/A43.png"
"G43-S-20M-150A-250mbar","assets/inventory/A43.png"
"G43-S-20M-150A-400mbar","assets/inventory/A43.png"
"G43-S-20M-150A-600mbar","assets/inventory/A43.png"
"G43-S-8G-100A-1.6kPa","assets/inventory/A43.png"
"G43-S-8G-100A-2.5kPa","assets/inventory/A43.png"
"G43-S-8G-100A-4kPa","assets/inventory/A43.png"
"G43-S-8G-100A-6kPa","assets/inventory/A43.png"
"G43-S-8G-100A-10kPa","assets/inventory/A43.png"
"G43-S-8G-100A-16kPa","assets/inventory/A43.png"
"G43-S-8G-100A-25kPa","assets/inventory/A43.png"
"G43-S-8G-100A-40kPa","assets/inventory/A43.png"
"G43-S-8G-100A-60kPa","assets/inventory/A43.png"
"G43-S-8G-150A-1.6kPa","assets/inventory/A43.png"
"G43-S-8G-150A-2.5kPa","assets/inventory/A43.png"
"G43-S-8G-150A-4kPa","assets/inventory/A43.png"
"G43-S-8G-150A-6kPa","assets/inventory/A43.png"
"G43-S-8G-150A-10kPa","assets/inventory/A43.png"
"G43-S-8G-150A-16kPa","assets/inventory/A43.png"
"G43-S-8G-150A-25kPa","assets/inventory/A43.png"
"G43-S-8G-150A-40kPa","assets/inventory/A43.png"
"G43-S-8G-150A-60kPa","assets/inventory/A43.png"
"G43-S-8N-100A-1.6kPa","assets/inventory/A43.png"
"G43-S-8N-100A-2.5kPa","assets/inventory/A43.png"
"G43-S-8N-100A-4kPa","assets/inventory/A43.png"
"G43-S-8N-100A-6kPa","assets/inventory/A43.png"
"G43-S-8N-100A-10kPa","assets/inventory/A43.png"
"G43-S-8N-100A-16kPa","assets/inventory/A43.png"
"G43-S-8N-100A-25kPa","assets/inventory/A43.png"
"G43-S-8N-100A-40kPa","assets/inventory/A43.png"
"G43-S-8N-100A-60kPa","assets/inventory/A43.png"
"G43-S-8N-150A-1.6kPa","assets/inventory/A43.png"
"G43-S-8N-150A-2.5kPa","assets/inventory/A43.png"
"G43-S-8N-150A-4kPa","assets/inventory/A43.png"
"G43-S-8N-150A-6kPa","assets/inventory/A43.png"
"G43-S-8N-150A-10kPa","assets/inventory/A43.png"
"G43-S-8N-150A-16kPa","assets/inventory/A43.png"
"G43-S-8N-150A-25kPa","assets/inventory/A43.png"
"G43-S-8N-150A-40kPa","assets/inventory/A43.png"
"G43-S-8N-150A-60kPa","assets/inventory/A43.png"
"G43-S-20M-100A-1.6kPa","assets/inventory/A43.png"
"G43-S-20M-100A-2.5kPa","assets/inventory/A43.png"
"G43-S-20M-100A-4kPa","assets/inventory/A43.png"
"G43-S-20M-100A-6kPa","assets/inventory/A43.png"
"G43-S-20M-100A-10kPa","assets/inventory/A43.png"
"G43-S-20M-100A-16kPa","assets/inventory/A43.png"
"G43-S-20M-100A-25kPa","assets/inventory/A43.png"
"G43-S-20M-100A-40kPa","assets/inventory/A43.png"
"G43-S-20M-100A-60kPa","assets/inventory/A43.png"
"G43-S-20M-150A-1.6kPa","assets/inventory/A43.png"
"G43-S-20M-150A-2.5kPa","assets/inventory/A43.png"
"G43-S-20M-150A-4kPa","assets/inventory/A43.png"
"G43-S-20M-150A-6kPa","assets/inventory/A43.png"
"G43-S-20M-150A-10kPa","assets/inventory/A43.png"
"G43-S-20M-150A-16kPa","assets/inventory/A43.png"
"G43-S-20M-150A-25kPa","assets/inventory/A43.png"
"G43-S-20M-150A-40kPa","assets/inventory/A43.png"
"G43-S-20M-150A-60kPa","assets/inventory/A43.png"
"G43-S-8G-100A-V600mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V400mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V250mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V160mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V100mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V60mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V25mbar","assets/inventory/A43.png"
"G43-S-8G-100A-V16mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V600mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V400mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V250mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V160mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V100mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V60mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V25mbar","assets/inventory/A43.png"
"G43-S-8G-150A-V16mbar","assets/inventory/A43.png"
"G43-S-8N-100A-V600mbar","assets/inventory/A43.png"
"G43-S-8N-100A-V400mbar","assets/inventory/A43.png"
