#,Заказной код,Параметр:Заказной код:Соединение,Параметр:Заказной код:Давление,,
,BPR-2000,"NPT 1/4""",137 бар,,
,BPR-4000,"NPT 1/4""",275 бар,,
,BPR-6000,"NPT 1/4""",413 бар,,
,BPR-10000,"NPT 1/4""",689 бар,,
,BPR-15000,"NPT 1/4""",1034 бар,,
