#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Вход,,
,"RPA4DP-PD-1,5-F4N",От 0 до 1.5 бар,"NPT 1/4""",,
,RPA4DP-PD-4-F4N,От 0 до 4 бар,"NPT 1/4""",,
,RPA4DP-PD-10-F4N,От 0 до 10 бар,"NPT 1/4""",,
,RPA4DP-PD-16-F4N,От 0 до 16 бар,"NPT 1/4""",,
,"RPA4DP-P1-1,5-F4N",От 0 до 1.5 бар,"NPT 1/4""",,
,RPA4DP-P1-4-F4N,От 0 до 4 бар,"NPT 1/4""",,
,RPA4DP-P1-10-F4N,От 0 до 10 бар,"NPT 1/4""",,
,RPA4DP-P1-16-F4N,От 0 до 16 бар,"NPT 1/4""",,
