#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Вход,Параметр:Заказной код:Выход,,
,RPA3CP-CB-30-WL-F4N-H2,30 бар,W21.8x1/14”LH,"NPT 1/4"" внутр",,
,RPA3CP-CB-100-WL-F4N-H2,100 бар,W21.8x1/14”LH,"NPT 1/4"" внутр",,
,RPA3CP-CB-200-WL-F4N-H2,200 бар,W21.8x1/14”LH,"NPT 1/4"" внутр",,
