#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Вход,,
,RPA4CP-RD-1.5-G-HOS-AR,1.5 бар,"G3/4""",,
,RPA4CP-RD-1.5-W-HOS-AR,1.5 бар,"W21.8x1/14""",,
,RPA4CP-RD-4-G-HOS-AR,4 бар,"G3/4""",,
,RPA4CP-RD-4-W-HOS-AR,4 бар,"W21.8x1/14""",,
,RPA4CP-RD-10-G-HOS-AR,10 бар,"G3/4""",,
,RPA4CP-RD-10-W-HOS-AR,10 бар,"W21.8x1/14""",,
,RPA4CP-RD-16-G-HOS-AR,16 бар,"G 3/4""",,
,RPA4CP-RD-16-W-HOS-AR,16 бар,"W21.8x1/14""",,
