pagetitle,15;16;59;74;80;86;87;89;91;6
"ETS5000L-1-1000mm-A-1-130mm-1";"";"MNPT 1/2";"1000мм";"1 точка настройки SPDTx1";"ø6мм";"L(~70~+50°С)";"ø6ммx130мм<br>1000мм";"SPDTx1";"130мм";;
"ETS5000L-1-1000mm-A-1-130mm-2";"";"MNPT 1/2";"1000мм";"2 точки настройки SPDTx2";"ø6мм";"L(~70~+50°С)";"ø6ммx130мм<br>1000мм";"SPDTx2";"130мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-2-90mm-1";"";"MNPT 1/2";"1000мм";"1 точка настройки SPDTx1";"ø8мм";"L(~70~+50°С)";"ø8ммx90мм<br>1000мм";"SPDTx1";"90мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-2-90mm-2";"";"MNPT 1/2";"1000мм";"2 точки настройки SPDTx2";"ø8мм";"L(~70~+50°С)";"ø8ммx90мм<br>1000мм";"SPDTx2";"90мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-3-80mm-1";"";"MNPT 1/2";"1000мм";"1 точка настройки SPDTx1";"ø10мм";"L(~70~+50°С)";"ø10ммx80мм<br>1000мм";"SPDTx1";"80мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-3-80mm-2";"";"MNPT 1/2";"1000мм";"2 точки настройки SPDTx2";"ø10мм";"L(~70~+50°С)";"ø10ммx80мм<br>1000мм";"SPDTx2";"80мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-4-80mm-1";"";"MNPT 1/2";"1000мм";"1 точка настройки SPDTx1";"ø12мм";"L(~70~+50°С)";"ø12ммx80мм<br>1000мм";"SPDTx1";"80мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-A-4-80mm-2";"";"MNPT 1/2";"1000мм";"2 точки настройки SPDTx2";"ø12мм";"L(~70~+50°С)";"ø12ммx80мм<br>1000мм";"SPDTx2";"80мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-1-130mm-1";"";"MNPT 3/4";"1000мм";"1 точка настройки SPDTx1";"ø6мм";"L(~70~+50°С)";"ø6ммx130мм<br>1000мм";"SPDTx1";"130мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-1-130mm-2";"";"MNPT 3/4";"1000мм";"2 точки настройки SPDTx2";"ø6мм";"L(~70~+50°С)";"ø6ммx130мм<br>1000мм";"SPDTx2";"130мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-2-90mm-1";"";"MNPT 3/4";"1000мм";"1 точка настройки SPDTx1";"ø8мм";"L(~70~+50°С)";"ø8ммx90мм<br>1000мм";"SPDTx1";"90мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-2-90mm-2";"";"MNPT 3/4";"1000мм";"2 точки настройки SPDTx2";"ø8мм";"L(~70~+50°С)";"ø8ммx90мм<br>1000мм";"SPDTx2";"90мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-3-80mm-1";"";"MNPT 3/4";"1000мм";"1 точка настройки SPDTx1";"ø10мм";"L(~70~+50°С)";"ø10ммx80мм<br>1000мм";"SPDTx1";"80мм";"assets/images/ETS5000.png";
"ETS5000L-1-1000mm-B-3-80mm-2";"";"MNPT 3/4";"1000мм";"2 точки настройки SPDTx2";"ø10мм";"L(~70~+50°С)";"ø10ммx80мм<br>1000мм";"SPDTx2";"80мм";"assets/images/ETS5000.png";
