#,Заказной код,Параметр:Заказной код:Описание и емкость по удаляемым примесям,,
,FTSE-4-1,1 микрон,,
,FTSE-4-2,2 микрон,,
,FTSE-4-10,10 микрон,,
,FTSE-4-50,50 микрон,,
,FTSE-4-100,100 микрон,,
,FTSE-4-150,150 микрон,,
