#,Заказной код,Параметр:Заказной код:Подсоединение,,
,FZ-8-FN,"NPT 1/4""",,
,FZ-15-FN,"NPT 1/2""",,
,FZ-20-FN,"NPT 3/4""",,
,FZ-25-FN,"NPT 1""",,
,FZ-8-FG,"G 1/4""",,
,FZ-15-FG,"G 1/2""",,
,FZ-20-FG,"G 3/4""",,
,FZ-25-FG,"G 1""",,
