#,Заказной код,Параметр:Заказной код:Описание и емкость по удаляемым примесям
,B0010-B4,"База на один картридж 1/4"", латунь"
,B0010-B8,"База на один картридж 1.8"", латунь"
,B0010-S4,"База на один картридж 1/4"", нержавеющая сталь"
,B0010-S8,"База на один картридж 1/8"", нержавеющая сталь"
,B0030-B4,"База на три картриджа 1/4"", латунь"
,B0040-B4,"База на четыре картиджа 1/4"", латунь"
