#,Заказной код,Параметр:Заказной код:Описание и емкость по удаляемым примесям,,
,F0101,от влаги,,
,F0102,от кислорода,,
,F0103,от углеводородов,,
,F0105,от углекислоты,,
,F0201,от углеводородов/влаги,,
,F0202,от углекислоты/влаги,,
,F0301,от углекислоты/влаги/углеводородов,,
,F0302,гелия от кислорода/влаги/углеводородов,,
,F0304,водорода от кислорода/влаги/углеводородов,,
