#,Заказной код,Параметр:Заказной код:Наружный диаметр трубы,,
,TSA-6mm,6мм,,
,TSA-8mm,8мм,,
,TSA-10mm,10мм,,
,TSA-12mm,12мм,,
,"TSA-1/8""","1/8""",,
,"TSA-1/4""","1/4""",,
,"TSA-3/8""","3/8""",,
,"TSA-1/2""","1/2""",,
