#,Заказной код,Параметр:Заказной код:Размер трубки O.D.,,
,CT-LF4L,"1/4""",,
,CT-LF6L,"3/8""",,
,CT-LF9L,"9/16""",,
,CT-HF4L,"1/4""",,
,CT-HF6L,"3/8""",,
,CT-HF9L,"9/16""",,
