#,Заказной код,Параметр:Заказной код:Радиус гиба,,
,Трубогиб рычажный 604 (1/4),"5/8""",,
,Трубогиб рычажный 608 (1/2),"1-1/2""",,
,"Трубогиб рычажный 606 (3/8"")","15/16""",,
,Трубогиб рычажный 606М (6 мм),16 мм,,
,"Трубогиб рычажный 605/608М, 8мм (5/16"")",24 мм,,
,Трубогиб рычажный 610М,24 мм,,
,Трубогиб рычажный 612М,38 мм,,
