#,Заказной код,Параметр:Заказной код:Серия,Параметр:Заказной код:D (мм),
,SVP-106,L1,6,
,SVP-106.4,L1,6.4,
,SVP-108,L1,8,
,SVP-208,L2,9.5,
,SVP-210,L2,10,
,SVP-212,L2,12,
,SVP-312.7,L3,12.7,
,SVP-313.5,L3,13.5,
,SVP-314,L3,14,
,SVP-315,L3,15,
,SVP-316,L3,16,
,SVP-317.2,L3,17.2,
,SVP-318,L3,18,
,SVP-419,L4,19,
,SVP-420,L4,20,
,SVP-421.3,L4,21.3,
,SVP-422,L4,22,
,SVP-425,L4,25,
