#,Заказной код,Параметр:Заказной код:Размер полимерной трубы,Параметр:Заказной код:Давление: Рабочее/Разрыва,,,
,TC-3x1mm-PTFE,3x1mm,30 бар,,,
,TC-3.18x0.79mm-PTFE,3.18x0.79mm,30 бар,,,
,TC-6.35x1.59mm-PTFE,6.35x1.59mm,30 бар,,,
,TC-6.35x1.19mm-PTFE,6.35x1.19mm,15 бар,,,
,TC-6x1mm-PTFE,6x1mm,15 бар,,,
,TC-6.35x0.79mm-PTFE,6.35x0.79mm,10 бар,,,
,TC-8x1mm-PTFE,8x1mm,10 бар,,,
,TC-10x1mm-PTFE,10x1mm,8 бар,,,
,TC-12x1mm-PTFE,12x1mm,8 бар,,,
