#,Заказной код,Параметр:Заказной код:Радиус гиба
,Трубогиб рычажный 6мм,16 мм
,Трубогиб рычажный 5/16'' и 8мм,24 мм
,Трубогиб рычажный 10мм,24 мм
,Трубогиб рычажный 12мм,38 мм
,Трубогиб рычажный 14мм,56 мм
,Трубогиб рычажный 15мм,56 мм
,Трубогиб рычажный 16мм,56 мм
,Трубогиб рычажный 18мм,72 мм
,"Трубогиб рычажный 1/4""",5/8
,"Трубогиб рычажный 3/8""",5/16
,"Трубогиб рычажный 1/2""",1-1/2
