#,Заказной код,Параметр:Заказной код:Наружный диаметр трубы,,
,CIG-1,"1/16""",,
,CIG-2,"1/8""",,
,CIG-6,"3/8""",,
,CIG-12,"3/4""",,
,CIG-2M3M2,"1/8''(2мм, 3мм)",,
,CIG-4M3,"3/16""(4мм)",,
,CIG-6M4,"1/4""(6мм)",,
,CIG-8M5,"5/16""(8мм)",,
,CIG-10M,10мм,,
,CIG-12M,12мм,,
,CIG-12M8,"1/2""(12мм)",,
,CIG-14M15M16M10,"5/8""(14мм, 15мм, 16мм)",,
,CIG-18M12,"3/4""(18мм)",,
,CIG-20M14,"7/8""(20мм)",,
,CIG-25M16,"1""(25мм)",,
,CIG-38M,38мм,,
,CIG-46810M,"1/4"", 3/8"", 1/2"", 6мм, 10мм, 12мм",,
