#,Заказной код,Параметр:Заказной код:Размер трубки O.D.
,CT-LF4,"1/4"""
,CT-LF6,"3/8"""
,CT-LF9,"9/16"""
,CT-HF2,"1/8"""
,CT-HF4,"1/4"""
,CT-HF6,"3/8"""
,CT-HF9,"9/16"""
