#,Заказной код,Параметр:Заказной код:Размер,Параметр:Заказной код:Метраж,,
,T11S04,"1/4""",6M,,
,T07S06,"3/8""",6M,,
,T20S04,"1/4""",6M,,
,T20S06,"3/8""",6M,,
,T20S09,"9/16""",6M,,
,T60S04,"1/4""",6M,,
,T60S06,"3/8""",6M,,
,T60S09,"9/16""",6M,,
,T100S04,"1/4""",6M,,
