#,Заказной код,Параметр:Заказной код:Размер,,
,TC-6.35x0.71mm-S316/316L,"1/4x0,028""
бухта",,
,TC-6.35x0.89mm-S316/316L,"1/4x0,035""
бухта",,
,TL-6.35x0.89mm-S316/316L,"1/4x0,035""",,
,TL-6.35x1.24mm-S316/316L,"1/4x0,048""",,
,TC-12.7x1.22mm-S316/316L,"1/2x0,048""
бухта",,
,TL-12.7x1.22mm-S316/316L,"1/2x0,048""",,
,TL-12.7x1.63mm-S316/316L,"1/2x0,064""",,
,TL-12.7x2.11mm-S316/316L,"1/2x0,083""",,
,TL-12.7x2.41mm-S316/316L,"1/2x0,095""",,
