#,Заказной код,Параметр:Заказной код:Размер
,CJ-1,"1/16"""
,CJ-2,"1/8"""
,CJ-3,"3/16"""
,CJ-4,"1/4"""
,CJ-6,"3/8"""
,CJ-8,"1/2"""
,CJ-12,"3/4"""
,CJ-3M,3мм
,CJ-4M,4мм
,CJ-6M,6мм
,CJ-8M,8мм
,CJ-10M,10мм
,CJ-12M,12мм
,CJ-16M,16мм
,CJ-20M,20мм
