#,Заказной код
,Труборез 3-30мм 
,Труборез 6-65мм 
,Труборез TCA-5-32mm-B 
,Комплект режущих дисков (5 шт) для 3-30 
,Комплект режущих дисков (2 шт) для 6-65 
,Нож Круглый TCA-5-32MM-BLADE 
