code;value;count;currency
CPA-3M;8.1;81;$
CPA-3M-BRAS;0;0;$
CPA-3M-STEL;0;0;$
CPA-4M;8.22;0;$
CPA-4M-BRAS;0;0;$
CPA-4M-STEL;0;0;$
CPA-6M;6.45;201;$
CPA-6M-BRAS;0;0;$
CPA-6M-STEL;0;0;$
CPA-8M;6.7;227;$
CPA-8M-BRAS;0;0;$
CPA-8M-STEL;0;0;$
CPA-10M;7.08;145;$
CPA-10M-BRAS;0;0;$
CPA-10M-STEL;0;0;$
CPA-12M;10.63;446;$
CPA-12M-BRAS;0;0;$
CPA-12M-STEL;0;0;$
CPA-16M;14.67;1854;$
CPA-16M-BRAS;0;0;$
CPA-16M-STEL;0;0;$
CPA-14M;10.99;23;$
CPA-14M-BRAS;0;0;$
CPA-14M-STEL;0;0;$
CPA-20M;16.95;38;$
CPA-20M-BRAS;0;0;$
CPA-20M-STEL;0;0;$
CPA-18M;14.89;8;$
CPA-18M-BRAS;0;0;$
CPA-18M-STEL;0;0;$
CPA-22M;27.83;22;$
CPA-22M-BRAS;0;0;$
CPA-22M-STEL;0;0;$
CPA-25M;34.41;46;$
CPA-25M-BRAS;0;0;$
CPA-25M-STEL;0;0;$
CPA-32M;63.63;0;$
CPA-32M-BRAS;0;0;$
CPA-32M-STEL;0;0;$
CPA-38M;100.44;2;$
CPA-38M-BRAS;0;0;$
CPA-38M-STEL;0;0;$
CPA-50M;194.94;1;$
CPA-50M-BRAS;0;0;$
CPA-50M-STEL;0;0;$
