code;value;count;currency
H-SLA-2N;14.8;12;$
H-SLA-2N-BRAS;0;0;$
H-SLA-2N-STEL;0;0;$
H-SLA-4N;17.2;124;$
H-SLA-4N-BRAS;0;16;$
H-SLA-4N-STEL;0;0;$
H-SLA-6N;24.67;0;$
H-SLA-6N-BRAS;0;0;$
H-SLA-6N-STEL;0;0;$
H-SLA-8N;39.72;180;$
H-SLA-8N-BRAS;0;0;$
H-SLA-8N-STEL;0;0;$
H-SLA-12N;69.83;91;$
H-SLA-12N-BRAS;0;0;$
H-SLA-12N-STEL;0;0;$
H-SLA-16N;108.03;0;$
H-SLA-16N-BRAS;0;0;$
H-SLA-16N-STEL;0;0;$
