code;value;count;currency
H-SWXA-4T;26.06;0;$
H-SWXA-4T-STEL;0;0;$
H-SWXA-4T-BRAS;0;0;$
H-SWXA-6T;32.76;0;$
H-SWXA-6T-STEL;0;0;$
H-SWXA-6T-BRAS;0;0;$
H-SWXA-8T;54.65;0;$
H-SWXA-8T-STEL;0;0;$
H-SWXA-8T-BRAS;0;0;$
H-SWXA-12T;67.55;2;$
H-SWXA-12T-STEL;0;0;$
H-SWXA-12T-BRAS;0;0;$
H-SWXA-16T;96.77;0;$
H-SWXA-16T-STEL;0;0;$
H-SWXA-16T-BRAS;0;0;$
