code;value;count;currency
BVD-T-8S;114.1;1;$
BVD-T-10S;120.18;0;$
BVD-T-12S;130.8;131;$
BVD-T-14S;135.36;0;$
BVD-T-16S;167.23;9;$
BVD-T-20S;220.62;0;$
BVD-T-25S;279.69;10;$
BVD-T-30S;369.51;0;$
BVD-T-38S-DN25;392.28;0;$
BVD-T-38S-DN32;741.8;0;$
