code;value;count;currency
DS-04LL;1.1;0;$
DS-04LL-STEL;0;0;$
DS-04LL-BRAS;0;0;$
DS-06LL;1.35;0;$
DS-06LL-STEL;0;0;$
DS-06LL-BRAS;0;0;$
DS-08LL;1.6;0;$
DS-08LL-STEL;0;0;$
DS-08LL-BRAS;0;0;$
DS-10LL;1.98;0;$
DS-10LL-STEL;0;0;$
DS-10LL-BRAS;0;0;$
DS-12LL;2.12;0;$
DS-12LL-STEL;0;0;$
DS-12LL-BRAS;0;0;$
