code;value;count;currency
H-SUR-2N;44.15;0;$
H-SUR-2N-BRAS;0;0;$
H-SUR-2N-STEL;0;0;$
H-SUR-4N;47.31;23;$
H-SUR-4N-BRAS;0;0;$
H-SUR-4N-STEL;0;0;$
H-SUR-6N;60.59;0;$
H-SUR-6N-BRAS;0;0;$
H-SUR-6N-STEL;0;0;$
H-SUR-8N;74.26;21;$
H-SUR-8N-BRAS;0;0;$
H-SUR-8N-STEL;0;0;$
H-SUR-8R;0;0;$
H-SUR-8R-BRAS;0;0;$
H-SUR-8R-STEL;0;0;$
H-SUR-12N;127.89;0;$
H-SUR-12N-BRAS;0;0;$
H-SUR-12N-STEL;0;0;$
H-SUR-16N;215.81;0;$
H-SUR-16N-BRAS;0;0;$
H-SUR-16N-STEL;0;0;$
H-SUR-MF4N;0;0;$
H-SUR-MF4N-BRAS;0;0;$
H-SUR-MF4N-STEL;0;0;$
H-SUR-MF8N;0;0;$
H-SUR-MF8N-BRAS;0;0;$
H-SUR-MF8N-STEL;0;0;$
H-SUR-MF8R;0;0;$
H-SUR-MF8R-BRAS;0;0;$
H-SUR-MF8R-STEL;0;0;$
