code;value;count;currency
Q-1SP;0;0;$
Q-1SP-BRAS;0;0;$
Q-2SP;0;0;$
Q-2SP-BRAS;0;0;$
Q-3SP;0;0;$
Q-3SP-BRAS;0;0;$
