code;value;count;currency
CLA-2M;0;0;$
CLA-2M-BRAS;0;0;$
CLA-2M-STEL;0;0;$
CLA-3M;17.2;100;$
CLA-3M-BRAS;0;0;$
CLA-3M-STEL;0;0;$
CLA-4M;17.2;0;$
CLA-4M-BRAS;0;0;$
CLA-4M-STEL;0;0;$
CLA-6M;18.47;204;$
CLA-6M-BRAS;0;97;$
CLA-6M-STEL;0;0;$
CLA-8M;19.35;555;$
CLA-8M-BRAS;0;60;$
CLA-8M-STEL;0;0;$
CLA-10M;22.64;1567;$
CLA-10M-BRAS;0;0;$
CLA-10M-STEL;0;0;$
CLA-12M;37.32;2061;$
CLA-12M-BRAS;0;25;$
CLA-12M-STEL;0;0;$
CLA-14M;44.53;863;$
CLA-14M-BRAS;0;0;$
CLA-14M-STEL;0;0;$
CLA-15M;41.75;167;$
CLA-15M-BRAS;0;0;$
CLA-15M-STEL;0;0;$
CLA-16M;41.75;2977;$
CLA-16M-BRAS;0;0;$
CLA-16M-STEL;0;0;$
CLA-18M;54.96;534;$
CLA-18M-BRAS;0;0;$
CLA-18M-STEL;0;0;$
CLA-20M;65.78;414;$
CLA-20M-BRAS;0;28;$
CLA-20M-STEL;0;0;$
CLA-22M;100.95;254;$
CLA-22M-BRAS;0;0;$
CLA-22M-STEL;0;0;$
CLA-25M;125.99;109;$
CLA-25M-BRAS;0;31;$
CLA-25M-STEL;0;0;$
CLA-28M;0;0;$
CLA-28M-BRAS;0;0;$
CLA-28M-STEL;0;0;$
CLA-32M;233.27;4;$
CLA-32M-BRAS;0;0;$
CLA-32M-STEL;0;0;$
CLA-38M;295.88;10;$
CLA-38M-BRAS;0;0;$
CLA-38M-STEL;0;0;$
CLA-42M;0;0;$
CLA-42M-BRAS;0;0;$
CLA-42M-STEL;0;0;$
