code;value;count;currency
DCV06L-M10ED;0;0;$
DCV08L-M12ED;0;0;$
DCV10L-M14ED;0;0;$
DCV12L-M16ED;0;0;$
DCV15L-M18ED;0;0;$
DCV18L-M22ED;0;0;$
DCV22L-M26ED;0;0;$
DCV28L-M33ED;0;0;$
DCV35L-M42ED;0;0;$
DCV42L-M48ED;0;0;$
DCV06S-M12ED;0;0;$
DCV08S-M14ED;0;0;$
DCV10S-M16ED;0;0;$
DCV12S-M18ED;0;0;$
DCV14S-M20ED;0;0;$
DCV16S-M22ED;0;0;$
DCV20S-M27ED;0;0;$
DCV25S-M33ED;0;0;$
DCV30S-M42ED;0;0;$
DCV38S-M48ED;0;0;$
