code;value;count;currency
CBTA-2M;0;0;$
CBTA-2M-BRAS;0;0;$
CBTA-2M-STEL;0;0;$
CBTA-3M;33.95;0;$
CBTA-3M-BRAS;0;0;$
CBTA-3M-STEL;0;0;$
CBTA-4M;0;0;$
CBTA-4M-BRAS;0;0;$
CBTA-4M-STEL;0;0;$
CBTA-6M;33.4;8;$
CBTA-6M-BRAS;0;60;$
CBTA-6M-STEL;0;0;$
CBTA-8M;37.71;24;$
CBTA-8M-BRAS;0;0;$
CBTA-8M-STEL;0;0;$
CBTA-10M;40.91;57;$
CBTA-10M-BRAS;0;0;$
CBTA-10M-STEL;0;0;$
CBTA-12M;58.16;97;$
CBTA-12M-BRAS;0;15;$
CBTA-12M-STEL;0;0;$
CBTA-14M;76.95;0;$
CBTA-14M-BRAS;0;0;$
CBTA-14M-STEL;0;0;$
CBTA-15M;0;0;$
CBTA-15M-BRAS;0;0;$
CBTA-15M-STEL;0;0;$
CBTA-16M;76.95;24;$
CBTA-16M-BRAS;0;0;$
CBTA-16M-STEL;0;0;$
CBTA-18M;76.95;62;$
CBTA-18M-BRAS;0;0;$
CBTA-18M-STEL;0;0;$
CBTA-20M;0;0;$
CBTA-20M-BRAS;0;0;$
CBTA-20M-STEL;0;0;$
CBTA-22M;0;0;$
CBTA-22M-BRAS;0;0;$
CBTA-22M-STEL;0;0;$
CBTA-25M;183.26;71;$
CBTA-25M-BRAS;0;0;$
CBTA-25M-STEL;0;0;$
CBTA-28M;0;0;$
CBTA-28M-BRAS;0;0;$
CBTA-28M-STEL;0;0;$
