code;value;count;currency
H-SRT-2N;22.77;31;$
H-SRT-2N-STEL;0;0;$
H-SRT-2N-BRAS;0;0;$
H-SRT-4N;23.91;55;$
H-SRT-4N-STEL;0;0;$
H-SRT-4N-BRAS;0;0;$
H-SRT-6N;41.24;0;$
H-SRT-6N-STEL;0;0;$
H-SRT-6N-BRAS;0;0;$
H-SRT-8N;56.17;61;$
H-SRT-8N-STEL;0;0;$
H-SRT-8N-BRAS;0;0;$
H-SRT-12N;99.05;0;$
H-SRT-12N-STEL;0;0;$
H-SRT-12N-BRAS;0;0;$
H-SRT-16N;143.7;0;$
H-SRT-16N-STEL;0;0;$
H-SRT-16N-BRAS;0;0;$
