code;value;count;currency
DVSTI-01GED;7.7;3;$
DVSTI-01GED-STEL;0;0;$
DVSTI-01GED-BRAS;0;0;$
DVSTI-02GED;8.53;16;$
DVSTI-02GED-STEL;0;0;$
DVSTI-02GED-BRAS;0;0;$
DVSTI-03GED;10.18;17;$
DVSTI-03GED-STEL;0;0;$
DVSTI-03GED-BRAS;0;0;$
DVSTI-04GED;14.03;0;$
DVSTI-04GED-STEL;0;0;$
DVSTI-04GED-BRAS;0;0;$
DVSTI-06GED;18.15;17;$
DVSTI-06GED-STEL;0;0;$
DVSTI-06GED-BRAS;0;0;$
DVSTI-08GED;38.5;6;$
DVSTI-08GED-STEL;0;0;$
DVSTI-08GED-BRAS;0;0;$
DVSTI-10GED;69.58;0;$
DVSTI-10GED-STEL;0;0;$
DVSTI-10GED-BRAS;0;0;$
DVSTI-12GED;87.45;0;$
DVSTI-12GED-STEL;0;0;$
DVSTI-12GED-BRAS;0;0;$
