code;value;count;currency
MT1-H-2T-1D;187.3;0;$
MT1-H-2T-3D;192.86;0;$
MT1-H-4T-1D;182.01;0;$
MT1-H-4T-3D;182.01;0;$
MT1-H-3M-1D;187.3;3;$
MT1-H-3M-3D;0;0;$
MT1-H-6M-1D;182.01;0;$
MT1-H-6M-3D;182.01;0;$
MT1-M-4N-1D;0;0;$
MT1-M-4N-3D;172.82;0;$
MT1-H-A-2T-1D;187.3;0;$
MT1-H-A-2T-3D;0;0;$
MT1-H-A-4T-1D;182.01;32;$
MT1-H-A-4T-3D;0;0;$
MT1-H-A-3M-1D;187.3;0;$
MT1-H-A-3M-3D;0;0;$
MT1-H-A-6M-1D;200.21;0;$
MT1-H-A-6M-3D;0;0;$
