pagetitle,6;15;16;17;18;19;25;38;71;88;89;91;93;95;96;108;123;126;127
"HB2-H-10M-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 10мм";"414";"2,34";"";"6,4";"VH86B-D-10M-P";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:2,34,25:6,4}";"SS-8R3A5-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 10мм";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"10-B6LJ-SSP";"10-B6LJ-SSP";"H6800SSL10 MMPSS";
"HB2-H-10M-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 10мм";"414";"2,34";"";"6,4";"VH86B-D-10M-PK";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:2,34,25:6,4}";"SS-6R3A5-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 10мм";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"10-B6LPKR-SSP";"10-B6LPKR-SSP";"H6800SSL10 MMASS";
"HB3-H-12M";"assets/images/102_H_s100.jpg";"";"Hy-Lok 12мм";"414";"5,57";"";"9,5";"VH86C-D-12M";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:5,57,25:9,5}";"SS-4R3A5-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"Hy-Lok 12мм";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"12-B8L-SSP";"12-B8L-SSP";"H6800SSL12 MMPST";
"HB3-H-12M-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 12мм";"414";"5,57";;"9,5";"VH86C-D-12M-P";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:5,57,25:9,5}";"SS-8R3A1-12-MM-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 12мм";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"12-B8LJ-SSP";"12-B8LJ-SSP";"H6800SSL12 MMPST";
"HB3-H-12M-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 12мм";"414";"5,57";"";"9,5";"VH86C-D-12M-PK";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:5,57,25:9,5}";"SS-8R3A1-8-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 12мм";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"12-B8LPKR-SSP";"12-B8LPKR-SSP";"H6800SSL12 MMAST";
"HB1-H-2T";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/8";"414";"0,21";"";"2,4";"VH86A-D-2T";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:0,21,25:2,4}";"SS-8R3A-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"Hy-Lok 1/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2A-B2L-SSP";"2A-B2L-SSP";"H6800SSL1/8PSS";
"HB1-H-2T-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/8";"103";"0,21";;"2,4";"VH86A-D-2T-P";"от -54&#176;C<br> до +148&#176;C";"PTFE";"{18:0,21,25:2,4}";"SS-4R3A-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 1/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2A-B2LJ-SSP";"2A-B2LJ-SSP";"H6800SSL1/8PSS";
"HB1-H-2T-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/8";"414";"0,21";"";"2,4";"VH86A-D-2T-PK";"от -54&#176;C<br> до +232&#176;C";"PEEK";"{18:0,21,25:2,4}";"SS-12R3A-MM-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 1/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2A-B2LPKR-SSP";"2A-B2LPKR-SSP";"H6800SSL1/8ASS";
"HB1-H-4T";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/4";"414";"0,93";"";"4,2";"VH86A-D-4T";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:0,93,25:4,2}";"SS-10R3A-MM-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"Hy-Lok 1/4";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"4A-B2L-SSP";"4A-B2L-SSP";"H6800SSL1/4PSS";
"HB1-H-4T-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/4";"103";"0,93";"";"4,2";"VH86A-D-4T-P";"от -54&#176;C<br> до +148&#176;C";"PTFE";"{18:0,93,25:4,2}";"SS-8R3A-MM-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 1/4";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"4A-B2LJ-SSP";"4A-B2LJ-SSP";"H6800SSL1/4PSS";
"HB1-H-4T-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/4";"414";"0,93";"";"4,2";"VH86A-D-4T-PK";"от -54&#176;C<br> до +232&#176;C";"PEEK";"{18:0,93,25:4,2}";"SS-6R3A-MM-D";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 1/4";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"4A-B2LPKR-SSP";"4A-B2LPKR-SSP";"H6800SSL1/4ASS";
"HB2-H-6T";"assets/images/102_H_s100.jpg";"";"Hy-Lok 3/8";"414";"2,34";"";"6,4";"VH86B-D-6T";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:2,34,25:6,4}";"SS-8R3A5-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"Hy-Lok 3/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"6A-B6L-SSP";"6A-B6L-SSP";"H6800SSL3/8PSS";
"HB2-H-6T-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 3/8";"103";"2,34";;"6,4";"VH86B-D-6T-P";"от -54&#176;C<br> до +148&#176;C";"PTFE";"{18:2,34,25:6,4}";"SS-6R3A5-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 3/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"6A-B6LJ-SSP";"6A-B6LJ-SSP";"H6800SSL3/8PSS";
"HB2-H-6T-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 3/8";"414";"2,34";;"6,4";"VH86B-D-6T-PK";"от -54&#176;C<br> до +232&#176;C";"PEEK";"{18:2,34,25:6,4}";"SS-4R3A5-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 3/8";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"6A-B6LPKR-SSP";"6A-B6LPKR-SSP";"H6800SSL3/8ASS";
"HB3-H-8T";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/2";"414";"6,42";"";"10,3";"VH86C-D-8T";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:6,42,25:10,3}";"SS-8R3A1-12-MM-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"Hy-Lok 1/2";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"8A-B8L-SSP";"8A-B8L-SSP";"H6800SSL1/2PST";
"HB3-H-8T-P";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/2";"103";"6,42";;"10,3";"VH86C-D-8T-P";"от -54&#176;C<br> до +148&#176;C";"PTFE";"{18:6,42,25:10,3}";"SS-8R3A1-8-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"Hy-Lok 1/2";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"8A-B8LJ-SSP";"8A-B8LJ-SSP";"H6800SSL1/2PST";
"HB3-H-8T-PK";"assets/images/102_H_s100.jpg";"";"Hy-Lok 1/2";"414";"6,42";;"10,3";"VH86C-D-8T-PK";"от -54&#176;C<br> до +232&#176;C";"PEEK";"{18:6,42,25:10,3}";"SS-8R3A-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"Hy-Lok 1/2";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"8A-B8LPKR-SSP";"8A-B8LPKR-SSP";"H6800SSL1/2AST";
"HB1-F-2N";"assets/images/102_F_s100.jpg";"";"NPT 1/8";"414";"0,93";"";"4,2";"VH86A-F-2N";"от -54&#176;C<br> до +148&#176;C";"PCTFE";"{18:0,93,25:4,2}";"SS-4R3A-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PCTFE>PCTFE</div>";"NPT 1/8 внутр.";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PCTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2F-B2L-SSP";"2F-B2L-SSP";"H6810SSN1/8PSS";
"HB1-F-2N-P";"assets/images/102_F_s100.jpg";"";"NPT 1/8";"103";"0,93";;"4,2";"VH86A-F-2N-P";"от -54&#176;C<br> до +148&#176;C";"PTFE";"{18:0,93,25:4,2}";"SS-12R3A-MM-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PTFE>PTFE</div>";"NPT 1/8 внутр.";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PTFE::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2F-B2LJ-SSP";"2F-B2LJ-SSP";"H6810SSN1/8PSS";
"HB1-F-2N-PK";"assets/images/102_F_s100.jpg";"";"NPT 1/8";"414";"0,93";"";"4,2";"VH86A-F-2N-PK";"от -54&#176;C<br> до +232&#176;C";"PEEK";"{18:0,93,25:4,2}";"SS-10R3A-MM-KA-C";"Проходной 2-х ходовой (по умолчанию)<br><img src=assets/images/102_H_s100.jpg>";"<div class=elemento info mat=PEEK>PEEK</div>";"NPT 1/8 внутр.";"SS316::Корпус|1|1//SS316::Штуцера|1|2//SS316::Шар|1|3//SS316::Фиксатор седла|1|4//PEEK::Седло шара|1|5//PTFE::Прокладка фиксатора|1|6//SS316::Шток|1|7//SS316::Гайка сальника|0|8//SS316::Гайка крепления на панель|0|9//SS316::Шайба сальника|1|10//PTFE::Сальник|1|11//PTFE::Уплотнение штуцера|1|12//Нейлон::Рукоятка|0|13";"2F-B2LPKR-SSP";"2F-B2LPKR-SSP";"H6810SSN1/8ASS";
