pagetitle,15;18;86;87;88;89;6
"TMFC-00-A-1-W-1-A-1";"";"0-100 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Есть";;
"TMFC-01-A-1-W-1-A-1";"";"0-150 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-1-A-1";"";"0-200 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-1-A-2";"";"0-100 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-1-A-2";"";"0-150 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-1-A-2";"";"0-200 нл/мин";"Дисплей";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-1-B-1";"";"0-100 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-1-B-1";"";"0-150 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-1-B-1";"";"0-200 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-1-B-2";"";"0-100 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-1-B-2";"";"0-150 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-1-B-2";"";"0-200 нл/мин";"Дисплей";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-2-A-1";"";"0-100 нл/мин";"Дисплей";"4~20мА";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-2-A-1";"";"0-150 нл/мин";"Дисплей";"4~20мА";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-2-A-1";"";"0-200 нл/мин";"Дисплей";"4~20мА";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-2-A-2";"";"0-100 нл/мин";"Дисплей";"4~20мА";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-2-A-2";"";"0-150 нл/мин";"Дисплей";"4~20мА";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-2-A-2";"";"0-200 нл/мин";"Дисплей";"4~20мА";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-2-B-1";"";"0-100 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-2-B-1";"";"0-150 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-2-B-1";"";"0-200 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-W-2-B-2";"";"0-100 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-W-2-B-2";"";"0-150 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-W-2-B-2";"";"0-200 нл/мин";"Дисплей";"4~20мА";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-1-A-1";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-1-A-1";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-1-A-1";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-1-A-2";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-1-A-2";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-1-A-2";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-1-B-1";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-1-B-1";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-1-B-1";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-1-B-2";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-1-B-2";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-1-B-2";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-2-A-1";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-2-A-1";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-2-A-1";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-2-A-2";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-2-A-2";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-2-A-2";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-2-B-1";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-2-B-1";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-2-B-1";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-B-2-B-2";"";"0-100 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-01-A-1-B-2-B-2";"";"0-150 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-02-A-1-B-2-B-2";"";"0-200 нл/мин";"Дисплей с синей подсветкой";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-monitor.png";
"TMFC-00-A-1-0-1-A-1";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-1-A-1";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-1-A-1";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-1-A-2";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-1-A-2";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-1-A-2";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-1-B-1";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-1-B-1";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-1-B-1";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-1-B-2";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-1-B-2";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-1-B-2";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-2-A-1";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-2-A-1";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-2-A-1";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Есть";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-2-A-2";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-2-A-2";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-2-A-2";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"Ручное";"Нет";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-2-B-1";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-2-B-1";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-2-B-1";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Есть";"assets/images/tmfc-none.png";
"TMFC-00-A-1-0-2-B-2";"";"0-100 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
"TMFC-01-A-1-0-2-B-2";"";"0-150 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
"TMFC-02-A-1-0-2-B-2";"";"0-200 нл/мин";"Без дисплея";"0~5 VDC";"0~5 VDC";"Нет";"assets/images/tmfc-none.png";
